observation_date,DCOILWTICO
2022/5/11,105.5
2022/5/12,106.15
2022/5/13,110.52
2022/5/16,114.07
2022/5/17,112.31
2022/5/18,109.67
2022/5/19,112.21
2022/5/20,112.63
2022/5/23,110.32
2022/5/24,112.55
2022/5/25,112.88
2022/5/26,116.19
2022/5/27,114.96
2022/5/30,
2022/5/31,114.38
2022/6/1,115.26
2022/6/2,116.88
2022/6/3,118.97
2022/6/6,118.41
2022/6/7,119.55
2022/6/8,121.94
2022/6/9,121.52
2022/6/10,120.73
2022/6/13,120.92
2022/6/14,118.92
2022/6/15,115.32
2022/6/16,117.56
2022/6/17,109.56
2022/6/20,
2022/6/21,110.49
2022/6/22,106.22
2022/6/23,105.75
2022/6/24,109.07
2022/6/27,111.44
2022/6/28,113.66
2022/6/29,111.65
2022/6/30,107.76
2022/7/1,110.3
2022/7/4,
2022/7/5,101.55
2022/7/6,100.31
2022/7/7,104.62
2022/7/8,106.78
2022/7/11,106.09
2022/7/12,97.69
2022/7/13,98.44
2022/7/14,97.79
2022/7/15,99.59
2022/7/18,104.48
2022/7/19,106.12
2022/7/20,104.45
2022/7/21,98.44
2022/7/22,97.71
2022/7/25,99.83
2022/7/26,97.74
2022/7/27,100.03
2022/7/28,99.11
2022/7/29,101.31
2022/8/1,96.59
2022/8/2,97.14
2022/8/3,93.25
2022/8/4,91.29
2022/8/5,91.77
2022/8/8,93.52
2022/8/9,93.18
2022/8/10,94.68
2022/8/11,97.02
2022/8/12,94.86
2022/8/15,92.24
2022/8/16,89.23
2022/8/17,90.85
2022/8/18,93.2
2022/8/19,93.55
2022/8/22,93.42
2022/8/23,96.46
2022/8/24,95.52
2022/8/25,93.33
2022/8/26,93.63
2022/8/29,97.4
2022/8/30,92.08
2022/8/31,90.09
2022/9/1,87.09
2022/9/2,87.29
2022/9/5,
2022/9/6,87.35
2022/9/7,82.5
2022/9/8,84.04
2022/9/9,87.27
2022/9/12,88.18
2022/9/13,87.84
2022/9/14,88.88
2022/9/15,85.72
2022/9/16,85.57
2022/9/19,86.15
2022/9/20,84.69
2022/9/21,83.38
2022/9/22,84.02
2022/9/23,79.07
2022/9/26,77.17
2022/9/27,78.91
2022/9/28,82.61
2022/9/29,81.78
2022/9/30,79.91
2022/10/3,84.05
2022/10/4,86.87
2022/10/5,88.22
2022/10/6,88.9
2022/10/7,93.07
2022/10/10,91.6
2022/10/11,89.75
2022/10/12,87.83
2022/10/13,89.59
2022/10/14,86.1
2022/10/17,86
2022/10/18,83.29
2022/10/19,86
2022/10/20,86.02
2022/10/21,85.47
2022/10/24,86.12
2022/10/25,86.93
2022/10/26,89.39
2022/10/27,89.06
2022/10/28,87.85
2022/10/31,86.54
2022/11/1,88.36
2022/11/2,90.06
2022/11/3,88.14
2022/11/4,92.58
2022/11/7,91.8
2022/11/8,88.8
2022/11/9,85.79
2022/11/10,86.52
2022/11/11,89.14
2022/11/14,85.85
2022/11/15,86.87
2022/11/16,85.62
2022/11/17,81.69
2022/11/18,80.07
2022/11/21,79.74
2022/11/22,80.83
2022/11/23,77.93
2022/11/24,
2022/11/25,76.45
2022/11/28,77.1
2022/11/29,77.96
2022/11/30,80.48
2022/12/1,81.06
2022/12/2,79.86
2022/12/5,76.83
2022/12/6,74.21
2022/12/7,71.93
2022/12/8,71.3
2022/12/9,71.05
2022/12/12,72.96
2022/12/13,75.44
2022/12/14,77.14
2022/12/15,75.89
2022/12/16,74.19
2022/12/19,75.05
2022/12/20,75.92
2022/12/21,78.17
2022/12/22,77.68
2022/12/23,79.57
2022/12/26,
2022/12/27,79.45
2022/12/28,78.89
2022/12/29,78.43
2022/12/30,80.16
2023/1/2,
2023/1/3,76.87
2023/1/4,72.82
2023/1/5,73.61
2023/1/6,73.77
2023/1/9,74.69
2023/1/10,75.11
2023/1/11,77.46
2023/1/12,78.32
2023/1/13,79.9
2023/1/16,
2023/1/17,80.25
2023/1/18,79.53
2023/1/19,80.31
2023/1/20,81.27
2023/1/23,81.62
2023/1/24,79.86
2023/1/25,79.78
2023/1/26,80.64
2023/1/27,79.73
2023/1/30,77.97
2023/1/31,78.95
2023/2/1,76.34
2023/2/2,75.87
2023/2/3,73.4
2023/2/6,74.11
2023/2/7,77.17
2023/2/8,78.47
2023/2/9,78.04
2023/2/10,79.74
2023/2/13,80.14
2023/2/14,79.08
2023/2/15,78.57
2023/2/16,78.45
2023/2/17,76.31
2023/2/20,
2023/2/21,76.28
2023/2/22,73.95
2023/2/23,75.26
2023/2/24,76.19
2023/2/27,75.57
2023/2/28,76.88
2023/3/1,77.57
2023/3/2,78.05
2023/3/3,79.62
2023/3/6,80.39
2023/3/7,77.45
2023/3/8,76.56
2023/3/9,75.6
2023/3/10,76.55
2023/3/13,74.68
2023/3/14,71.18
2023/3/15,67.38
2023/3/16,68.15
2023/3/17,66.61
2023/3/20,67.56
2023/3/21,69.4
2023/3/22,70.71
2023/3/23,69.77
2023/3/24,69.22
2023/3/27,72.87
2023/3/28,73.12
2023/3/29,72.95
2023/3/30,74.32
2023/3/31,75.68
2023/4/3,80.4
2023/4/4,80.7
2023/4/5,80.69
2023/4/6,80.7
2023/4/7,
2023/4/10,79.79
2023/4/11,81.54
2023/4/12,83.26
2023/4/13,82.16
2023/4/14,82.58
2023/4/17,80.93
2023/4/18,80.85
2023/4/19,79.18
2023/4/20,77.27
2023/4/21,77.86
2023/4/24,78.64
2023/4/25,77.05
2023/4/26,74.33
2023/4/27,74.77
2023/4/28,76.78
2023/5/1,75.65
2023/5/2,71.71
2023/5/3,68.62
2023/5/4,68.52
2023/5/5,71.32
2023/5/8,73.13
2023/5/9,73.68
2023/5/10,72.53
2023/5/11,70.81
2023/5/12,70.02
2023/5/15,71.07
2023/5/16,70.85
2023/5/17,72.78
2023/5/18,71.82
2023/5/19,71.57
2023/5/22,71.81
2023/5/23,72.87
2023/5/24,74.37
2023/5/25,71.68
2023/5/26,72.35
2023/5/29,
2023/5/30,69.45
2023/5/31,68.11
2023/6/1,70.09
2023/6/2,71.76
2023/6/5,72.14
2023/6/6,71.71
2023/6/7,72.52
2023/6/8,71.28
2023/6/9,70.16
2023/6/12,67.08
2023/6/13,69.39
2023/6/14,68.22
2023/6/15,70.61
2023/6/16,71.81
2023/6/19,
2023/6/20,70.94
2023/6/21,72.55
2023/6/22,69.22
2023/6/23,68.91
2023/6/26,69.09
2023/6/27,67.68
2023/6/28,69.54
2023/6/29,69.85
2023/6/30,70.66
2023/7/3,69.71
2023/7/4,
2023/7/5,71.78
2023/7/6,71.76
2023/7/7,73.91
2023/7/10,73.05
2023/7/11,74.87
2023/7/12,75.77
2023/7/13,76.86
2023/7/14,75.44
2023/7/17,74.17
2023/7/18,75.76
2023/7/19,75.4
2023/7/20,75.65
2023/7/21,77.06
2023/7/24,78.81
2023/7/25,79.76
2023/7/26,79.11
2023/7/27,80.17
2023/7/28,80.55
2023/7/31,81.8
2023/8/1,81.37
2023/8/2,79.5
2023/8/3,81.56
2023/8/4,82.76
2023/8/7,81.94
2023/8/8,82.94
2023/8/9,84.35
2023/8/10,82.81
2023/8/11,83.17
2023/8/14,82.5
2023/8/15,81.06
2023/8/16,79.4
2023/8/17,80.43
2023/8/18,81.25
2023/8/21,80.71
2023/8/22,80.25
2023/8/23,78.91
2023/8/24,79.52
2023/8/25,80.47
2023/8/28,80.65
2023/8/29,81.14
2023/8/30,81.64
2023/8/31,83.55
2023/9/1,85.52
2023/9/4,
2023/9/5,86.74
2023/9/6,87.55
2023/9/7,86.87
2023/9/8,87.51
2023/9/11,87.3
2023/9/12,88.87
2023/9/13,88.59
2023/9/14,90.13
2023/9/15,90.83
2023/9/18,91.47
2023/9/19,91.16
2023/9/20,89.2
2023/9/21,89.56
2023/9/22,90
2023/9/25,89.68
2023/9/26,91.43
2023/9/27,93.67
2023/9/28,91.65
2023/9/29,90.77
2023/10/2,88.81
2023/10/3,89.26
2023/10/4,84.32
2023/10/5,82.3
2023/10/6,82.83
2023/10/9,
2023/10/10,85.89
2023/10/11,83.7
2023/10/12,82.87
2023/10/13,87.67
2023/10/16,86.65
2023/10/17,86.66
2023/10/18,88.35
2023/10/19,89.35
2023/10/20,89.12
2023/10/23,85.49
2023/10/24,84.58
2023/10/25,86.07
2023/10/26,83.8
2023/10/27,86.04
2023/10/30,83.03
2023/10/31,81.64
2023/11/1,81.05
2023/11/2,83.04
2023/11/3,81.19
2023/11/6,81.54
2023/11/7,77.96
2023/11/8,75.85
2023/11/9,76.34
2023/11/10,
2023/11/13,78.86
2023/11/14,78.9
2023/11/15,77.15
2023/11/16,73.5
2023/11/17,76.47
2023/11/20,78.1
2023/11/21,78.35
2023/11/22,76.8
2023/11/23,
2023/11/24,74.83
2023/11/27,74.46
2023/11/28,76.09
2023/11/29,77.56
2023/11/30,75.66
2023/12/1,73.7
2023/12/4,72.73
2023/12/5,71.95
2023/12/6,68.98
2023/12/7,69
2023/12/8,70.87
2023/12/11,70.95
2023/12/12,68.27
2023/12/13,69.09
2023/12/14,71.21
2023/12/15,71.05
2023/12/18,72.16
2023/12/19,73.23
2023/12/20,73.87
2023/12/21,73.59
2023/12/22,73.29
2023/12/25,
2023/12/26,75.84
2023/12/27,74.31
2023/12/28,72.02
2023/12/29,71.89
2024/1/1,
2024/1/2,70.62
2024/1/3,72.97
2024/1/4,72.38
2024/1/5,74
2024/1/8,71.06
2024/1/9,72.43
2024/1/10,71.57
2024/1/11,72.15
2024/1/12,72.94
2024/1/15,
2024/1/16,72.63
2024/1/17,72.79
2024/1/18,74.32
2024/1/19,73.69
2024/1/22,75.26
2024/1/23,74.72
2024/1/24,75.48
2024/1/25,77.91
2024/1/26,78.45
2024/1/29,77.25
2024/1/30,78.3
2024/1/31,76.28
2024/2/1,74.36
2024/2/2,72.72
2024/2/5,73.21
2024/2/6,73.83
2024/2/7,74.26
2024/2/8,76.67
2024/2/9,77.26
2024/2/12,77.34
2024/2/13,78.28
2024/2/14,77.09
2024/2/15,78.47
2024/2/16,79.65
2024/2/19,
2024/2/20,78.72
2024/2/21,78.89
2024/2/22,79.64
2024/2/23,77.6
2024/2/26,78.53
2024/2/27,79.8
2024/2/28,79.44
2024/2/29,79.22
2024/3/1,80.9
2024/3/4,79.67
2024/3/5,79.11
2024/3/6,80.08
2024/3/7,79.81
2024/3/8,78.96
2024/3/11,78.87
2024/3/12,78.51
2024/3/13,80.67
2024/3/14,82.16
2024/3/15,81.94
2024/3/18,83.68
2024/3/19,84.39
2024/3/20,82.79
2024/3/21,81.99
2024/3/22,81.1
2024/3/25,82.41
2024/3/26,82.41
2024/3/27,82.15
2024/3/28,83.96
2024/3/29,
2024/4/1,84.54
2024/4/2,85.95
2024/4/3,86.22
2024/4/4,87.37
2024/4/5,87.69
2024/4/8,87.24
2024/4/9,86.04
2024/4/10,86.98
2024/4/11,85.79
2024/4/12,86.46
2024/4/15,86.21
2024/4/16,86.15
2024/4/17,83.58
2024/4/18,83.5
2024/4/19,83.79
2024/4/22,83.82
2024/4/23,84.17
2024/4/24,84.09
2024/4/25,84.92
2024/4/26,85.38
2024/4/29,84.26
2024/4/30,83.49
2024/5/1,80.7
2024/5/2,80.59
2024/5/3,79.65
2024/5/6,80.1
2024/5/7,79.97
2024/5/8,80.57
2024/5/9,80.86
2024/5/10,79.81
2024/5/13,80.71
2024/5/14,79.62
2024/5/15,80.23
2024/5/16,80.85
2024/5/17,81.66
2024/5/20,81.39
2024/5/21,80.66
2024/5/22,79.15
2024/5/23,77.47
2024/5/24,78.48
2024/5/27,
2024/5/28,80.9
2024/5/29,80.24
2024/5/30,78.96
2024/5/31,77.97
2024/6/3,75.26
2024/6/4,74.27
2024/6/5,75.08
2024/6/6,76.52
2024/6/7,76.53
2024/6/10,78.75
2024/6/11,78.88
2024/6/12,79.56
2024/6/13,79.61
2024/6/14,79.41
2024/6/17,81.33
2024/6/18,82.67
2024/6/19,
2024/6/20,83.34
2024/6/21,81.71
2024/6/24,82.63
2024/6/25,81.97
2024/6/26,82.19
2024/6/27,83.04
2024/6/28,82.83
2024/7/1,84.7
2024/7/2,84.09
2024/7/3,85.19
2024/7/4,
2024/7/5,84.44
2024/7/8,83.63
2024/7/9,82.78
2024/7/10,83.39
2024/7/11,83.92
2024/7/12,83.49
2024/7/15,83.22
2024/7/16,81.92
2024/7/17,84.16
2024/7/18,84.17
2024/7/19,81.43
2024/7/22,81.25
2024/7/23,78.24
2024/7/24,78.78
2024/7/25,79.43
2024/7/26,78.58
2024/7/29,77.27
2024/7/30,76.17
2024/7/31,79.36
2024/8/1,77.74
2024/8/2,74.99
2024/8/5,74.46
2024/8/6,74.6
2024/8/7,76.68
2024/8/8,77.64
2024/8/9,78.28
2024/8/12,81.45
2024/8/13,79.81
2024/8/14,78.47
2024/8/15,79.66
2024/8/16,78.05
2024/8/19,75.82
2024/8/20,75.27
2024/8/21,72.76
2024/8/22,73.72
2024/8/23,75.82
2024/8/26,78.4
2024/8/27,76.5
2024/8/28,75.49
2024/8/29,76.9
2024/8/30,74.52
2024/9/2,
2024/9/3,71.28
2024/9/4,70.11
2024/9/5,70.09
2024/9/6,68.58
2024/9/9,69.65
2024/9/10,66.73
2024/9/11,68.25
2024/9/12,69.89
2024/9/13,69.59
2024/9/16,71.1
2024/9/17,72.16
2024/9/18,71.87
2024/9/19,72.86
2024/9/20,72.72
2024/9/23,71.33
2024/9/24,72.34
2024/9/25,70.42
2024/9/26,68.28
2024/9/27,68.72
2024/9/30,68.75
2024/10/1,70.41
2024/10/2,70.74
2024/10/3,74.33
2024/10/4,74.93
2024/10/7,77.76
2024/10/8,74.26
2024/10/9,73.85
2024/10/10,76.46
2024/10/11,76.11
2024/10/14,
2024/10/15,71.22
2024/10/16,70.97
2024/10/17,71.26
2024/10/18,69.78
2024/10/21,71.16
2024/10/22,72.84
2024/10/23,71.37
2024/10/24,70.58
2024/10/25,72.02
2024/10/28,67.65
2024/10/29,67.48
2024/10/30,68.91
2024/10/31,69.58
2024/11/1,69.81
2024/11/4,71.83
2024/11/5,72.26
2024/11/6,71.98
2024/11/7,72.69
2024/11/8,70.69
2024/11/11,
2024/11/12,68.43
2024/11/13,68.76
2024/11/14,68.99
2024/11/15,67.33
2024/11/18,69.46
2024/11/19,69.75
2024/11/20,69.25
2024/11/21,70.39
2024/11/22,71.68
2024/11/25,69.41
2024/11/26,69.05
2024/11/27,69.03
2024/11/28,
2024/11/29,68.26
2024/12/2,68.35
2024/12/3,70.15
2024/12/4,68.81
2024/12/5,68.58
2024/12/6,68.58
2024/12/9,68.65
2024/12/10,68.85
2024/12/11,70.57
2024/12/12,70.25
2024/12/13,71.54
2024/12/16,71.03
2024/12/17,70.31
2024/12/18,70.8
2024/12/19,70.1
2024/12/20,69.71
2024/12/23,69.5
2024/12/24,70.87
2024/12/25,
2024/12/26,70.38
2024/12/27,71.28
2024/12/30,71.73
2024/12/31,72.44
2025/1/1,
2025/1/2,73.79
2025/1/3,74.64
2025/1/6,74.31
2025/1/7,74.99
2025/1/8,73.99
2025/1/9,
2025/1/10,77.27
2025/1/13,79.57
2025/1/14,78.2
2025/1/15,80.73
2025/1/16,79.35
2025/1/17,78.56
2025/1/20,
2025/1/21,76.79
2025/1/22,76.12
2025/1/23,75.03
2025/1/24,74.97
2025/1/27,73.51
2025/1/28,74.15
2025/1/29,72.94
2025/1/30,73.1
2025/1/31,72.84
2025/2/3,73.52
2025/2/4,73.04
2025/2/5,71.39
2025/2/6,70.97
2025/2/7,71.32
2025/2/10,72.73
2025/2/11,73.67
2025/2/12,71.72
2025/2/13,71.66
2025/2/14,71.05
2025/2/17,
2025/2/18,72.21
2025/2/19,72.58
2025/2/20,72.88
2025/2/21,70.72
2025/2/24,71.06
2025/2/25,69.15
2025/2/26,68.87
2025/2/27,70.62
2025/2/28,69.97
2025/3/3,68.63
2025/3/4,68.47
2025/3/5,66.58
2025/3/6,66.62
2025/3/7,67.29
2025/3/10,66.31
2025/3/11,66.52
2025/3/12,67.65
2025/3/13,66.82
2025/3/14,67.43
2025/3/17,67.84
2025/3/18,67.49
2025/3/19,67.4
2025/3/20,68.55
2025/3/21,68.52
2025/3/24,69.46
2025/3/25,69.48
2025/3/26,70.05
2025/3/27,70.3
2025/3/28,69.74
2025/3/31,71.87
2025/4/1,71.61
2025/4/2,72.12
2025/4/3,67.43
2025/4/4,62.42
2025/4/7,61.05
2025/4/8,60.04
2025/4/9,62.63
2025/4/10,60.57
2025/4/11,61.91
2025/4/14,61.99
2025/4/15,61.74
2025/4/16,62.88
2025/4/17,65.07
2025/4/18,
2025/4/21,63.48
2025/4/22,64.6
2025/4/23,62.64
2025/4/24,63.55
2025/4/25,63.85
2025/4/28,63.3
2025/4/29,61.84
2025/4/30,59.55
2025/5/1,60.59
2025/5/2,59.67
2025/5/5,58.5
2025/5/6,60.42
2025/5/7,59.42
2025/5/8,61.25
2025/5/9,62.37
2025/5/12,63.32
2025/5/13,65.04
2025/5/14,64.48
2025/5/15,63.03
2025/5/16,63.84
2025/5/19,63.98
2025/5/20,63.97
2025/5/21,62.93
2025/5/22,62.55
2025/5/23,62.89
2025/5/26,
2025/5/27,61.61
2025/5/28,62.54
2025/5/29,61.66
2025/5/30,61.46
2025/6/2,63.27
2025/6/3,64.1
2025/6/4,63.57
2025/6/5,64.06
2025/6/6,65.3
2025/6/9,65.99
2025/6/10,65.66
2025/6/11,68.91
2025/6/12,68.73
2025/6/13,73.84
2025/6/16,72.53
2025/6/17,75.62
2025/6/18,75.89
2025/6/19,
2025/6/20,75.72
2025/6/23,69.36
2025/6/24,65.45
2025/6/25,65.98
2025/6/26,66.44
2025/6/27,66.66
2025/6/30,66.3
2025/7/1,66.64
2025/7/2,68.66
2025/7/3,68.13
2025/7/4,
2025/7/7,69.16
2025/7/8,69.55
2025/7/9,69.61
2025/7/10,67.78
2025/7/11,69.63
2025/7/14,68.19
2025/7/15,67.76
2025/7/16,67.13
2025/7/17,68.76
2025/7/18,68.53
2025/7/21,68.39
2025/7/22,67.56
2025/7/23,66.05
2025/7/24,67.16
2025/7/25,66.38
2025/7/28,67.81
2025/7/29,70.27
2025/7/30,71.09
2025/7/31,70.36
2025/8/1,68.39
2025/8/4,67.33
2025/8/5,66.2
2025/8/6,65.38
2025/8/7,64.9
2025/8/8,64.94
2025/8/11,65.03
2025/8/12,64.22
2025/8/13,63.68
2025/8/14,64.99
2025/8/15,63.78
2025/8/18,64.51
2025/8/19,63.38
2025/8/20,64.19
2025/8/21,64.56
2025/8/22,64.08
2025/8/25,65.18
2025/8/26,63.6
2025/8/27,64.49
2025/8/28,64.96
2025/8/29,64.36
2025/9/1,
2025/9/2,65.95
2025/9/3,64.36
2025/9/4,63.81
2025/9/5,62.22
2025/9/8,62.6
2025/9/9,62.97
2025/9/10,64.01
2025/9/11,62.71
2025/9/12,63.02
2025/9/15,63.66
2025/9/16,64.89
2025/9/17,64.41
2025/9/18,63.91
2025/9/19,63.02
2025/9/22,62.99
2025/9/23,63.76
2025/9/24,65.4
2025/9/25,65.51
2025/9/26,66.5
2025/9/29,64.27
2025/9/30,63.17
2025/10/1,62.59
2025/10/2,61.28
2025/10/3,61.65
2025/10/6,62.49
2025/10/7,62.52
2025/10/8,63.37
2025/10/9,62.36
2025/10/10,59.75
2025/10/13,
2025/10/14,59.52
2025/10/15,59.08
2025/10/16,58.29
2025/10/17,58.3
2025/10/20,58.34
2025/10/21,58.66
2025/10/22,59.3
2025/10/23,62.44
2025/10/24,62.27
2025/10/27,62.13
2025/10/28,60.97
2025/10/29,61.26
2025/10/30,61.36
2025/10/31,61.75
2025/11/3,61.79
2025/11/4,61.38
2025/11/5,60.4
2025/11/6,60.24
2025/11/7,60.54
2025/11/10,60.94
2025/11/11,
2025/11/12,59.3
2025/11/13,59.54
2025/11/14,60.87
2025/11/17,60.66
2025/11/18,61.51
2025/11/19,60.27
2025/11/20,60.07
2025/11/21,58.86
2025/11/24,59.11
2025/11/25,58.25
2025/11/26,58.81
2025/11/27,
2025/11/28,58.58
2025/12/1,59.47
2025/12/2,58.81
2025/12/3,59.09
2025/12/4,59.82
2025/12/5,60.23
2025/12/8,59.04
2025/12/9,58.4
2025/12/10,58.67
2025/12/11,57.76
2025/12/12,57.61
2025/12/15,56.97
2025/12/16,55.44
2025/12/17,56.07
2025/12/18,56.22
2025/12/19,56.8
2025/12/22,58.18
2025/12/23,58.55
2025/12/24,58.72
2025/12/25,
2025/12/26,56.6
2025/12/29,57.89
2025/12/30,57.79
